File,Number of Operators,B+ Execution Time,Sequential Execution Time,Secondary Execution Time,B-Tree Execution Time,Clustering Execution Time,B+ Average Score,Sequential Average Score,Secondary Average Score,B-Tree Average Score,Clustering Average Score,B+ Max Score,Sequential Max Score,Secondary Max Score,B-Tree Max Score,Clustering Max Score
MathArticles/wpmath0000012/Plancherel_theorem_for_spherical_functions/248.xml,6,234.3740463256836,101103.27434539795,18852.99849510193,172.66559600830078,18646.214246749878,0.32392332732281987,0.47079389581331654,0.46385926945316747,0.32392332732281987,0.46385926945316747,0.3685615079365079,0.5044098822324629,0.5044098822324629,0.3685615079365079,0.5044098822324629
MathArticles/wpmath0000006/Ostwald–Freundlich_equation/54.xml,5,131.3455104827881,116507.03930854797,22038.076877593994,93.7497615814209,21944.76580619812,0.2928924796433261,0.46354994019083395,0.44890965393658494,0.2928924796433261,0.44890965393658494,0.33574532124704287,0.48034480139743296,0.48034480139743296,0.33574532124704287,0.48034480139743296
MathArticles/wpmath0000008/Gårding's_inequality/1.xml,19,206.3758373260498,199024.04189109802,4487.170696258545,218.74618530273438,4501.52850151062,0.17839565538218521,0.3712903885896942,0.3255151349787748,0.17839565538218521,0.3255151349787748,0.2819628560000832,0.40253563587526464,0.37490673283356213,0.2819628560000832,0.37490673283356213
MathArticles/wpmath0000003/Almost_periodic_function/27.xml,25,426.8035888671875,289158.0264568329,59274.213552474976,468.74141693115234,58945.00160217285,0.16499805057908795,0.3167516713698698,0.29482740564147775,0.16499805057908795,0.29482740564147775,0.222623177790351,0.34985304996703176,0.3331634370920086,0.222623177790351,0.3331634370920086
MathArticles/wpmath0000004/Envelope_(mathematics)/20.xml,7,151.7162322998047,116012.8710269928,453.05633544921875,156.2519073486328,515.6867504119873,0.310426801718162,0.4400040132401486,0.41835825545778976,0.310426801718162,0.41835825545778976,0.3614583333333333,0.46553914835164834,0.4451923076923077,0.3614583333333333,0.4451923076923077
MathArticles/wpmath0000007/Josephson_penetration_depth/8.xml,1,1485.8052730560303,69234.92860794067,3485.7237339019775,1422.6768016815186,4377.751111984253,0.6934294871794873,0.7092948717948718,0.7236111111111111,0.6934294871794873,0.7236111111111111,0.7458333333333333,0.7458333333333333,0.7458333333333333,0.7458333333333333,0.7458333333333333
MathArticles/wpmath0000001/Euler-Maclaurin_formula/51.xml,5,247.64180183410645,93517.62413978577,11474.033832550049,249.99713897705078,11663.388013839722,0.3656237856759347,0.4924671580645712,0.46701845859610963,0.3656237856759347,0.46701845859610963,0.374042482940788,0.5261471861471863,0.480008210180624,0.374042482940788,0.480008210180624
MathArticles/wpmath0000004/Exact_coloring/3.xml,3,138.17691802978516,77838.66024017334,594.109296798706,140.63024520874023,765.6183242797852,0.33154766499319743,0.5210049437734859,0.40100314990020874,0.33154766499319743,0.40100314990020874,0.37520456503014643,0.5456154684095861,0.41263616557734206,0.37520456503014643,0.41263616557734206
MathArticles/wpmath0000002/Indefinite_orthogonal_group/0.xml,1,103.39784622192383,76980.08608818054,156.18467330932617,93.81270408630371,187.49451637268066,0.49402937583183754,0.6107323232323233,0.5610250758277074,0.49402937583183754,0.5610250758277074,0.5664473684210527,0.6200396825396826,0.5802083333333333,0.5664473684210527,0.5802083333333333
MathArticles/wpmath0000006/Bicoherence/10.xml,30,325.3910541534424,274916.0192012787,56981.45008087158,344.1028594970703,57077.552318573,0.14088647886617045,0.3472285507888079,0.3030050683673666,0.14088647886617045,0.3030050683673666,0.23451451508688181,0.3802870275186523,0.3168624014125259,0.23451451508688181,0.3168624014125259
MathArticles/wpmath0000012/Formulas_for_generating_Pythagorean_triples/76.xml,3,75.70171356201172,80181.41317367554,93.75143051147461,62.49809265136719,109.37905311584473,0.2759571638331037,0.522950900303329,0.43000679862416746,0.2759571638331037,0.43000679862416746,0.33485621521335807,0.5382402961184474,0.4581323438466296,0.33485621521335807,0.4581323438466296
MathArticles/wpmath0000015/Davenport_constant/5.xml,10,153.8083553314209,121413.28024864197,23385.868072509766,156.25309944152832,23117.208242416382,0.3124981152447658,0.4305300578497047,0.4199510590157333,0.3124981152447658,0.4199510590157333,0.3675396825396825,0.4362473212015546,0.4362473212015546,0.3675396825396825,0.4362473212015546
MathArticles/wpmath0000010/Prehomogeneous_vector_space/83.xml,2,2465.831518173218,73621.91152572632,12850.346803665161,2438.507556915283,12757.041692733765,0.5664121510673235,0.5795128205128205,0.5824657382847038,0.5664121510673235,0.5824657382847038,0.5833333333333333,0.5846153846153845,0.5846153846153845,0.5833333333333333,0.5846153846153845
MathArticles/wpmath0000012/Orthogonality_principle/24.xml,1,715.0442600250244,65151.34334564209,1391.019344329834,750.0033378601074,1830.136775970459,0.6911764705882353,0.6911764705882353,0.6911764705882353,0.6911764705882353,0.6911764705882353,0.6911764705882353,0.6911764705882353,0.6911764705882353,0.6911764705882353,0.6911764705882353
MathArticles/wpmath0000009/Boyle_temperature/2.xml,10,638.7133598327637,152091.31503105164,29839.599609375,594.0663814544678,29636.55376434326,0.32183038008531867,0.3942635895849,0.38960355723761564,0.32183038008531867,0.38960355723761564,0.3552853037766831,0.42157435476400995,0.42157435476400995,0.3552853037766831,0.42157435476400995
MathArticles/wpmath0000006/Kepler_problem/23.xml,8,173.09236526489258,151695.9216594696,18991.27244949341,171.8761920928955,18696.990728378296,0.24407189874649476,0.44668100776880426,0.4384229218444959,0.24407189874649476,0.4384229218444959,0.295600414078675,0.45107287857339473,0.45107287857339473,0.295600414078675,0.45107287857339473
MathArticles/wpmath0000004/Coefficient_of_variation/29.xml,1,419.6817874908447,70557.09147453308,937.5061988830566,421.8571186065674,922.734260559082,0.6391459627329192,0.6865942028985508,0.6443222754662096,0.6391459627329192,0.6443222754662096,0.7097826086956522,0.7097826086956522,0.7097826086956522,0.7097826086956522,0.7097826086956522
MathArticles/wpmath0000001/Bernoulli_number/40.xml,1,356.7090034484863,66545.86958885193,781.2438011169434,374.9983310699463,750.389575958252,0.7205882352941176,0.7205882352941176,0.7205882352941176,0.7205882352941176,0.7205882352941176,0.7205882352941176,0.7205882352941176,0.7205882352941176,0.7205882352941176,0.7205882352941176
MathArticles/wpmath0000001/Recursively_enumerable_language/3.xml,1,104.07733917236328,65019.057750701904,93.72949600219727,109.38286781311035,125.36859512329102,0.6584967320261438,0.6584967320261438,0.6584967320261438,0.6584967320261438,0.6584967320261438,0.6617647058823529,0.6617647058823529,0.6617647058823529,0.6617647058823529,0.6617647058823529
MathArticles/wpmath0000006/Yale_shooting_problem/28.xml,2,1917.4976348876953,77600.09527206421,13551.329374313354,1906.5217971801758,13849.02548789978,0.5235057658382369,0.5864750227250227,0.5769765779846425,0.5235057658382369,0.5769765779846425,0.5395833333333333,0.6096283783783785,0.6096283783783785,0.5395833333333333,0.6096283783783785
MathArticles/wpmath0000001/Digital_filter/19.xml,22,168.73931884765625,190895.95818519592,2643.333911895752,171.87070846557617,2704.789638519287,0.2307146669328336,0.39500719376706306,0.29725417376379215,0.2307146669328336,0.29725417376379215,0.3119924326319675,0.43189510747650284,0.3151442827866244,0.3119924326319675,0.3151442827866244
MathArticles/wpmath0000002/Terminal_velocity/24.xml,5,669.0065860748291,118967.72813796997,8659.100770950317,671.8728542327881,9754.21142578125,0.4135221450546329,0.4833905653982179,0.4627859354031338,0.4135221450546329,0.4627859354031338,0.4231792717086835,0.5049166178099146,0.5049166178099146,0.4231792717086835,0.5049166178099146
MathArticles/wpmath0000010/Timoshenko_beam_theory/51.xml,1,2028.3608436584473,65769.71626281738,8081.603765487671,1984.7395420074463,8176.93018913269,0.6911764705882353,0.6911764705882353,0.6911764705882353,0.6911764705882353,0.6911764705882353,0.6911764705882353,0.6911764705882353,0.6911764705882353,0.6911764705882353,0.6911764705882353
MathArticles/wpmath0000004/Laplace–Runge–Lenz_vector/125.xml,4,137.15171813964844,101713.2830619812,1406.8162441253662,171.8740463256836,1500.793695449829,0.30262379941267137,0.4448742108685109,0.3764389546335153,0.30262379941267137,0.3764389546335153,0.33184329287270464,0.4605141915523272,0.391712002901519,0.33184329287270464,0.391712002901519
MathArticles/wpmath0000004/Hyperbolic_quaternion/2.xml,3,1606.6102981567383,75223.97541999817,3829.261064529419,1562.9372596740723,3769.366979598999,0.6366341991341992,0.6375032995459825,0.6378403664989032,0.6366341991341992,0.6378403664989032,0.636904761904762,0.6453252032520325,0.6453252032520325,0.636904761904762,0.6453252032520325
MathArticles/wpmath0000012/Sum_frequency_generation_spectroscopy/6.xml,4,231.1391830444336,93674.85761642456,1343.7438011169434,249.99475479125977,1297.243356704712,0.45076613539465177,0.4911507936507936,0.44919296435305467,0.45076613539465177,0.44919296435305467,0.4714718614718615,0.507172619047619,0.4816450216450216,0.4714718614718615,0.4816450216450216
MathArticles/wpmath0000005/Hanbury_Brown_and_Twiss_effect/15.xml,1,2657.4597358703613,73568.57800483704,9034.037113189697,2625.897169113159,8939.319133758545,0.6885606806986118,0.6976779755283649,0.6997762946483747,0.6885606806986118,0.6997762946483747,0.7210344827586206,0.7210344827586206,0.7210344827586206,0.7210344827586206,0.7210344827586206
